housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,house_id
52.0,1849.0,287.0,695.0,258.0,6.5372,394000.0,NEAR BAY,16005
44.0,1487.0,273.0,972.0,281.0,3.2292,86100.0,INLAND,13542
21.0,2578.0,363.0,1207.0,350.0,6.2452,291700.0,<1H OCEAN,10125
23.0,2105.0,525.0,1218.0,484.0,3.375,184100.0,NEAR OCEAN,14588
29.0,2228.0,396.0,1140.0,352.0,3.7969,169400.0,<1H OCEAN,8486
26.0,40.0,8.0,52.0,7.0,7.7197,225000.0,<1H OCEAN,17866
26.0,3069.0,518.0,1524.0,539.0,4.3162,136400.0,NEAR OCEAN,17415
39.0,1469.0,226.0,553.0,225.0,7.8496,490800.0,<1H OCEAN,10793
42.0,3157.0,676.0,1603.0,629.0,3.7422,292600.0,NEAR OCEAN,16932
20.0,922.0,155.0,361.0,135.0,6.3617,331500.0,<1H OCEAN,18628
43.0,1195.0,256.0,1251.0,262.0,3.4539,125000.0,<1H OCEAN,7489
52.0,2909.0,851.0,1711.0,830.0,3.0296,500001.0,NEAR BAY,15648
17.0,401.0,68.0,251.0,69.0,4.6518,170200.0,<1H OCEAN,15581
16.0,1743.0,333.0,652.0,322.0,2.8906,158300.0,<1H OCEAN,15128
12.0,1230.0,277.0,1334.0,260.0,2.2679,61400.0,INLAND,12436
16.0,5203.0,,2515.0,862.0,4.105,174400.0,<1H OCEAN,15138
16.0,6457.0,1336.0,4375.0,1231.0,5.1788,267000.0,NEAR OCEAN,16746
36.0,1437.0,,1073.0,320.0,2.1779,58400.0,INLAND,19560
6.0,1771.0,293.0,935.0,279.0,4.065,148200.0,INLAND,12161
36.0,2028.0,523.0,2751.0,496.0,3.015,149300.0,NEAR OCEAN,20259
36.0,747.0,189.0,338.0,145.0,1.7885,62100.0,INLAND,16217
12.0,2710.0,575.0,1724.0,516.0,1.4712,60400.0,INLAND,9244
52.0,2208.0,409.0,791.0,408.0,5.8408,500000.0,NEAR OCEAN,8300
41.0,1806.0,408.0,1146.0,374.0,2.9643,162200.0,<1H OCEAN,7457
19.0,1649.0,328.0,382.0,151.0,4.0556,133000.0,INLAND,13969
32.0,5131.0,665.0,1877.0,622.0,8.2004,500001.0,INLAND,6391
19.0,3354.0,,1948.0,682.0,3.0192,142300.0,<1H OCEAN,15061
11.0,2393.0,726.0,1905.0,711.0,1.3448,91300.0,NEAR OCEAN,14096
22.0,3362.0,630.0,1471.0,612.0,4.1442,303900.0,NEAR OCEAN,14223
43.0,2341.0,395.0,890.0,375.0,3.4265,85000.0,INLAND,2161
52.0,3563.0,832.0,1712.0,787.0,3.3702,335700.0,NEAR BAY,15757
37.0,1902.0,413.0,955.0,384.0,3.1014,96800.0,INLAND,12599
29.0,4221.0,901.0,2294.0,850.0,2.2245,75900.0,INLAND,12653
14.0,7410.0,1344.0,3597.0,1274.0,4.2192,176100.0,<1H OCEAN,14950
32.0,332.0,103.0,177.0,102.0,3.3409,256300.0,<1H OCEAN,8448
20.0,1042.0,183.0,509.0,175.0,2.9815,73000.0,INLAND,20044
27.0,1318.0,216.0,495.0,191.0,5.2837,283800.0,NEAR OCEAN,14574
26.0,2561.0,388.0,1165.0,393.0,7.3522,363800.0,<1H OCEAN,18034
32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,14283
39.0,3348.0,666.0,1817.0,668.0,4.2593,227400.0,NEAR OCEAN,16824
24.0,4369.0,1353.0,3123.0,1247.0,2.0571,152300.0,NEAR OCEAN,14902
37.0,2176.0,418.0,1301.0,375.0,2.875,98900.0,NEAR OCEAN,14186
29.0,1649.0,342.0,671.0,264.0,3.0602,69800.0,INLAND,16731
21.0,2997.0,372.0,1323.0,372.0,8.6123,386700.0,<1H OCEAN,11642
52.0,8.0,1.0,13.0,1.0,15.0001,500001.0,NEAR BAY,16172
16.0,2483.0,443.0,1357.0,400.0,5.5545,214200.0,<1H OCEAN,10393
23.0,4535.0,955.0,3881.0,930.0,3.6275,154100.0,<1H OCEAN,6294
43.0,91.0,12.0,58.0,16.0,15.0001,500001.0,<1H OCEAN,17859
51.0,1806.0,322.0,709.0,298.0,3.575,125500.0,INLAND,11906
52.0,803.0,267.0,628.0,225.0,4.1932,14999.0,INLAND,9189
52.0,1642.0,570.0,1432.0,513.0,1.9063,300000.0,NEAR BAY,15632
36.0,3324.0,448.0,1190.0,423.0,7.2772,477200.0,<1H OCEAN,3574
52.0,852.0,262.0,389.0,249.0,2.6042,225000.0,NEAR OCEAN,14019
22.0,2607.0,411.0,1216.0,407.0,5.0427,126900.0,INLAND,13090
22.0,3118.0,438.0,1147.0,425.0,10.3653,500001.0,<1H OCEAN,18068
31.0,1291.0,356.0,1252.0,373.0,2.7143,185400.0,<1H OCEAN,10809
50.0,2159.0,437.0,1111.0,417.0,3.5588,346400.0,NEAR BAY,16154
31.0,1808.0,315.0,691.0,280.0,3.8583,193200.0,<1H OCEAN,19199
21.0,2423.0,560.0,1098.0,503.0,2.364,173300.0,NEAR BAY,19066
23.0,2550.0,457.0,1016.0,405.0,3.6607,153000.0,INLAND,10051
8.0,3579.0,672.0,2216.0,630.0,3.4038,100500.0,INLAND,13873
30.0,2937.0,407.0,1097.0,407.0,7.9813,473500.0,NEAR BAY,18267
35.0,2426.0,359.0,937.0,387.0,9.2175,500001.0,<1H OCEAN,10797
52.0,1803.0,257.0,683.0,259.0,10.9508,500001.0,NEAR BAY,18328
27.0,2113.0,380.0,1109.0,360.0,4.7062,357000.0,<1H OCEAN,8745
15.0,1821.0,516.0,1385.0,439.0,2.5101,95300.0,NEAR OCEAN,14127
39.0,1210.0,310.0,1294.0,303.0,2.3636,88300.0,INLAND,13326
12.0,3258.0,421.0,1464.0,435.0,6.5413,332000.0,<1H OCEAN,10480
34.0,1747.0,250.0,662.0,257.0,6.8268,500001.0,<1H OCEAN,18269
16.0,2114.0,374.0,1463.0,399.0,3.9241,131500.0,INLAND,13372
44.0,537.0,173.0,355.0,194.0,2.8571,250000.0,NEAR OCEAN,16933
16.0,2593.0,794.0,1235.0,684.0,3.1304,166300.0,NEAR OCEAN,14637
35.0,796.0,281.0,567.0,257.0,2.1389,260000.0,NEAR OCEAN,17491
11.0,2161.0,371.0,1267.0,388.0,4.1957,92700.0,INLAND,2997
39.0,440.0,83.0,270.0,97.0,6.0582,157700.0,INLAND,16403
18.0,1519.0,369.0,802.0,347.0,2.9886,170800.0,<1H OCEAN,14957
28.0,1146.0,338.0,672.0,292.0,3.1667,300000.0,NEAR OCEAN,15265
8.0,4172.0,1022.0,2585.0,941.0,4.0118,245800.0,NEAR OCEAN,15274
9.0,6298.0,1512.0,4451.0,1456.0,2.569,88300.0,NEAR OCEAN,14780
31.0,2809.0,666.0,1316.0,633.0,4.5606,303800.0,NEAR OCEAN,5682
8.0,6246.0,1273.0,3883.0,1264.0,2.7917,98200.0,INLAND,13876
16.0,1334.0,389.0,1103.0,415.0,3.7153,229800.0,<1H OCEAN,17812
50.0,1345.0,287.0,791.0,254.0,3.5966,245800.0,<1H OCEAN,17509
41.0,2279.0,538.0,1908.0,511.0,1.3952,43100.0,INLAND,20046
18.0,549.0,143.0,249.0,136.0,0.8691,136500.0,INLAND,11783
23.0,1426.0,313.0,954.0,319.0,3.0357,151500.0,INLAND,13271
37.0,1607.0,385.0,972.0,354.0,1.9107,64700.0,INLAND,12789
52.0,1375.0,322.0,287.0,184.0,3.9028,500001.0,NEAR BAY,15667
17.0,2358.0,396.0,1387.0,364.0,6.299,285800.0,<1H OCEAN,7888
34.0,3482.0,614.0,2227.0,641.0,5.1155,200900.0,<1H OCEAN,11662
23.0,2600.0,398.0,917.0,374.0,8.7394,500001.0,<1H OCEAN,17235
7.0,4998.0,953.0,2764.0,891.0,3.205,101900.0,INLAND,13828
15.0,2785.0,644.0,1798.0,630.0,3.7156,175200.0,<1H OCEAN,14523
18.0,5210.0,912.0,1301.0,464.0,4.8623,176900.0,INLAND,13803
19.0,3694.0,1036.0,2496.0,986.0,3.6991,271500.0,<1H OCEAN,18152
27.0,4742.0,775.0,1682.0,696.0,6.194,500001.0,NEAR OCEAN,20234
31.0,1953.0,366.0,999.0,316.0,2.4906,122500.0,INLAND,16483
28.0,3528.0,816.0,2304.0,764.0,2.582,181800.0,<1H OCEAN,11256
24.0,2528.0,947.0,2437.0,861.0,2.2746,225000.0,NEAR BAY,17065
34.0,1599.0,296.0,938.0,307.0,4.285,184900.0,<1H OCEAN,10186
10.0,3781.0,712.0,2044.0,685.0,3.0943,97100.0,INLAND,13845
8.0,2534.0,,1527.0,364.0,7.8532,422800.0,<1H OCEAN,17841
16.0,3449.0,820.0,1877.0,816.0,3.2176,187500.0,<1H OCEAN,20416
32.0,2065.0,438.0,1075.0,442.0,4.4279,226400.0,<1H OCEAN,7734
38.0,2458.0,488.0,1135.0,453.0,2.875,99100.0,INLAND,13566
52.0,2711.0,591.0,1848.0,524.0,3.9567,251500.0,NEAR BAY,15964
15.0,2682.0,599.0,1520.0,601.0,3.5982,94400.0,INLAND,16306
18.0,6893.0,1372.0,2837.0,1221.0,3.3173,218400.0,INLAND,9095
34.0,2420.0,391.0,917.0,392.0,6.5881,394400.0,NEAR OCEAN,14451
38.0,281.0,55.0,151.0,52.0,1.3906,120800.0,INLAND,13764
16.0,2692.0,749.0,1674.0,681.0,2.6763,191100.0,<1H OCEAN,17674
25.0,1025.0,266.0,726.0,183.0,3.875,137500.0,<1H OCEAN,10173
24.0,2831.0,502.0,1462.0,503.0,4.5,158300.0,NEAR BAY,9902
35.0,1337.0,234.0,692.0,235.0,5.1155,213700.0,<1H OCEAN,7121
13.0,5543.0,857.0,2074.0,737.0,4.9528,266200.0,<1H OCEAN,14959
5.0,4116.0,761.0,1714.0,717.0,2.5612,130800.0,INLAND,12265
8.0,3079.0,558.0,1572.0,474.0,4.5938,102600.0,INLAND,12402
33.0,2890.0,453.0,1300.0,452.0,6.5616,290200.0,<1H OCEAN,11004
47.0,2901.0,631.0,1276.0,578.0,2.1366,101900.0,INLAND,11777
7.0,5059.0,780.0,3253.0,801.0,4.9196,140500.0,INLAND,13468
17.0,4293.0,712.0,1091.0,464.0,6.1437,232100.0,INLAND,12370
26.0,1757.0,304.0,905.0,281.0,3.4103,90900.0,INLAND,13710
36.0,1543.0,297.0,1355.0,303.0,3.5313,117800.0,INLAND,5997
52.0,1576.0,239.0,696.0,249.0,6.07,261800.0,<1H OCEAN,6635
27.0,3166.0,867.0,1332.0,817.0,2.6742,171400.0,NEAR OCEAN,14031
48.0,1091.0,403.0,926.0,336.0,1.1458,65400.0,INLAND,12521
33.0,3656.0,681.0,1698.0,671.0,3.1406,93900.0,INLAND,16221
20.0,2911.0,597.0,1746.0,588.0,1.7372,51000.0,INLAND,20052
32.0,3725.0,569.0,1304.0,527.0,7.7261,500001.0,<1H OCEAN,17220
14.0,3998.0,711.0,1509.0,665.0,3.4138,126700.0,INLAND,13697
43.0,1485.0,270.0,653.0,251.0,3.0,141700.0,INLAND,20526
7.0,4497.0,831.0,2248.0,713.0,3.6354,98000.0,INLAND,12401
37.0,1179.0,282.0,354.0,176.0,1.3712,118300.0,NEAR OCEAN,19321
52.0,403.0,72.0,200.0,73.0,1.6923,262500.0,NEAR OCEAN,18545
34.0,1336.0,345.0,1009.0,311.0,1.608,73700.0,INLAND,13561
52.0,2680.0,740.0,1587.0,713.0,2.5933,359600.0,NEAR BAY,15984
37.0,1566.0,375.0,1223.0,346.0,3.2793,174500.0,<1H OCEAN,17542
5.0,4028.0,896.0,2062.0,826.0,4.0579,167100.0,INLAND,9170
52.0,1596.0,276.0,642.0,273.0,4.375,349500.0,NEAR BAY,16006
14.0,1267.0,290.0,1077.0,279.0,1.85,52300.0,INLAND,3241
52.0,774.0,209.0,813.0,203.0,2.3472,135200.0,<1H OCEAN,4541
32.0,9534.0,1819.0,4951.0,1710.0,3.3926,103400.0,INLAND,13054
19.0,3000.0,628.0,2202.0,590.0,2.5141,67400.0,INLAND,19828
26.0,1399.0,277.0,1285.0,276.0,4.0,160100.0,INLAND,6150
30.0,1952.0,397.0,961.0,333.0,2.25,68200.0,INLAND,19764
4.0,2782.0,817.0,1309.0,787.0,4.2621,124200.0,NEAR OCEAN,14670
27.0,2369.0,370.0,927.0,374.0,4.1162,177200.0,<1H OCEAN,14721
52.0,1180.0,216.0,467.0,197.0,4.9615,292200.0,NEAR BAY,9348
28.0,1062.0,309.0,1058.0,305.0,1.5071,316700.0,NEAR OCEAN,17479
42.0,765.0,171.0,590.0,177.0,1.6875,113500.0,INLAND,12057
4.0,8778.0,1291.0,4010.0,1188.0,5.4399,187100.0,INLAND,18949
8.0,4630.0,624.0,2048.0,575.0,6.4745,300300.0,<1H OCEAN,15610
33.0,3285.0,830.0,2281.0,786.0,2.6165,230800.0,<1H OCEAN,3724
47.0,2530.0,565.0,1262.0,509.0,3.6475,197100.0,<1H OCEAN,6977
41.0,2584.0,743.0,1058.0,668.0,3.2061,370000.0,<1H OCEAN,8927
26.0,1887.0,381.0,1060.0,364.0,3.0078,160400.0,<1H OCEAN,19145
27.0,429.0,102.0,179.0,90.0,2.3333,87500.0,INLAND,16399
16.0,241.0,84.0,152.0,61.0,1.375,48800.0,INLAND,19800
26.0,794.0,182.0,709.0,170.0,3.175,170800.0,<1H OCEAN,6879
38.0,855.0,172.0,468.0,150.0,1.4091,84400.0,INLAND,18711
11.0,2879.0,679.0,2098.0,673.0,3.5125,142400.0,NEAR OCEAN,14744
14.0,1933.0,347.0,1443.0,376.0,4.2121,128100.0,INLAND,13455
35.0,2294.0,411.0,1054.0,449.0,4.0667,276900.0,<1H OCEAN,17948
23.0,2775.0,547.0,1226.0,510.0,3.6707,231400.0,<1H OCEAN,11023
26.0,3563.0,579.0,1479.0,575.0,5.9522,438400.0,<1H OCEAN,17201
25.0,1909.0,334.0,1043.0,322.0,3.7784,160100.0,<1H OCEAN,15165
9.0,3160.0,468.0,1675.0,470.0,7.5443,348400.0,<1H OCEAN,17720
43.0,1077.0,199.0,447.0,182.0,3.0139,115600.0,INLAND,12753
16.0,5209.0,917.0,2284.0,809.0,4.0403,346100.0,<1H OCEAN,16709
33.0,1408.0,273.0,520.0,212.0,3.5781,242500.0,<1H OCEAN,9950
20.0,3118.0,500.0,1405.0,519.0,6.0,209400.0,INLAND,11792
34.0,1262.0,267.0,520.0,259.0,1.6983,72600.0,INLAND,18698
16.0,5277.0,1070.0,657.0,276.0,3.3333,143400.0,INLAND,12304
42.0,1741.0,301.0,723.0,306.0,5.5379,410500.0,NEAR BAY,9372
45.0,1283.0,,1025.0,248.0,3.2798,141200.0,<1H OCEAN,7548
46.0,2223.0,361.0,968.0,373.0,4.26,182600.0,<1H OCEAN,5008
20.0,3495.0,449.0,1629.0,428.0,5.8096,264400.0,<1H OCEAN,20464
43.0,1423.0,467.0,1013.0,428.0,1.6708,204200.0,<1H OCEAN,17534
47.0,2518.0,501.0,1308.0,471.0,2.5389,75700.0,INLAND,12572
50.0,696.0,311.0,382.0,234.0,2.775,225000.0,<1H OCEAN,8734
17.0,2247.0,340.0,973.0,318.0,5.5,222000.0,<1H OCEAN,14709
26.0,1998.0,301.0,874.0,305.0,5.4544,180900.0,<1H OCEAN,14733
42.0,3172.0,644.0,1829.0,642.0,3.3966,243200.0,<1H OCEAN,6828
6.0,6873.0,959.0,2354.0,931.0,6.8869,263100.0,INLAND,13044
18.0,1411.0,330.0,494.0,227.0,1.4911,75800.0,INLAND,18765
8.0,3119.0,620.0,1159.0,544.0,3.5288,165500.0,<1H OCEAN,17352
24.0,4841.0,894.0,2656.0,920.0,6.0573,254500.0,<1H OCEAN,17904
35.0,2104.0,434.0,1225.0,410.0,4.8214,242900.0,NEAR BAY,15941
12.0,807.0,199.0,246.0,102.0,2.5391,40000.0,INLAND,13888
13.0,4013.0,903.0,1999.0,859.0,4.625,248800.0,<1H OCEAN,11492
39.0,2163.0,652.0,1153.0,599.0,2.084,233300.0,NEAR OCEAN,16652
30.0,4412.0,862.0,2168.0,772.0,5.0062,232000.0,<1H OCEAN,17638
13.0,3756.0,648.0,1767.0,614.0,4.0776,196000.0,<1H OCEAN,15405
23.0,2550.0,457.0,1016.0,405.0,3.6607,153000.0,INLAND,10051
33.0,2446.0,396.0,1209.0,412.0,4.3958,145600.0,INLAND,13272
4.0,1646.0,408.0,853.0,410.0,5.0821,265500.0,<1H OCEAN,17839
30.0,1891.0,364.0,635.0,314.0,6.6265,500001.0,<1H OCEAN,10734
37.0,1958.0,367.0,1171.0,366.0,2.8298,71200.0,INLAND,12575
24.0,4879.0,756.0,1777.0,754.0,5.9055,477300.0,<1H OCEAN,10763
30.0,1120.0,248.0,609.0,237.0,2.2386,87200.0,INLAND,19394
14.0,5058.0,1299.0,3662.0,1193.0,2.3253,133700.0,NEAR OCEAN,14798
21.0,8275.0,1566.0,3636.0,1524.0,5.1506,302100.0,<1H OCEAN,17957
52.0,2994.0,736.0,1428.0,700.0,3.0766,438900.0,NEAR BAY,15760
32.0,527.0,146.0,582.0,143.0,1.7708,138800.0,<1H OCEAN,5916
10.0,1051.0,297.0,927.0,274.0,0.78,55500.0,INLAND,19881
31.0,798.0,346.0,699.0,301.0,2.1417,205000.0,NEAR OCEAN,17492
36.0,755.0,157.0,625.0,152.0,2.0242,65000.0,INLAND,13645
16.0,1697.0,267.0,832.0,277.0,4.4375,132600.0,INLAND,19021
37.0,4142.0,1031.0,1936.0,968.0,2.693,174100.0,NEAR OCEAN,14060
27.0,2578.0,314.0,976.0,340.0,7.1882,359200.0,<1H OCEAN,11016
47.0,3386.0,663.0,1228.0,619.0,3.0625,141500.0,INLAND,16232
14.0,3986.0,675.0,2065.0,702.0,5.7192,267400.0,NEAR OCEAN,14225
26.0,1592.0,429.0,1182.0,365.0,2.4583,110400.0,INLAND,13321
27.0,891.0,183.0,513.0,171.0,6.0,381500.0,<1H OCEAN,10816
44.0,629.0,131.0,326.0,156.0,4.5278,374300.0,<1H OCEAN,5423
20.0,6331.0,1537.0,2957.0,1509.0,3.3892,323100.0,<1H OCEAN,3577
16.0,2127.0,512.0,1532.0,499.0,2.7348,231300.0,NEAR OCEAN,15248
14.0,3355.0,695.0,1350.0,697.0,2.6506,164600.0,<1H OCEAN,18567
30.0,2645.0,462.0,1506.0,480.0,6.3716,330500.0,<1H OCEAN,17954
47.0,858.0,170.0,365.0,171.0,2.0385,225000.0,<1H OCEAN,5872
17.0,1527.0,267.0,775.0,260.0,5.9658,278000.0,<1H OCEAN,18011
23.0,3166.0,411.0,1092.0,345.0,7.9367,500001.0,<1H OCEAN,10670
52.0,1970.0,495.0,871.0,474.0,4.0625,355600.0,NEAR BAY,15830
10.0,2381.0,454.0,1323.0,477.0,2.6322,140700.0,INLAND,12173
18.0,1810.0,305.0,1189.0,326.0,5.2227,213500.0,<1H OCEAN,10316
12.0,5048.0,842.0,883.0,391.0,5.6918,231300.0,INLAND,12397
40.0,1679.0,372.0,719.0,385.0,6.435,479500.0,<1H OCEAN,8645
39.0,2795.0,464.0,1183.0,443.0,5.779,387100.0,NEAR OCEAN,16966
36.0,1823.0,410.0,1589.0,387.0,3.1065,234100.0,<1H OCEAN,17898
32.0,1814.0,320.0,903.0,306.0,4.1776,118700.0,INLAND,11952
21.0,4281.0,582.0,1443.0,576.0,9.0519,500001.0,<1H OCEAN,10669
34.0,1226.0,180.0,359.0,167.0,3.8068,150400.0,INLAND,12758
52.0,2869.0,594.0,500.0,335.0,5.0376,500001.0,NEAR BAY,15668
20.0,3481.0,840.0,1694.0,587.0,1.4,77700.0,INLAND,14004
34.0,4648.0,806.0,2282.0,814.0,4.5556,249000.0,NEAR OCEAN,16839
36.0,787.0,420.0,1506.0,360.0,1.2412,216700.0,<1H OCEAN,4290
7.0,2949.0,447.0,1335.0,426.0,6.0922,342400.0,NEAR OCEAN,15272
20.0,6696.0,1326.0,3687.0,1291.0,3.1979,154600.0,<1H OCEAN,15103
34.0,1127.0,185.0,588.0,181.0,4.375,224700.0,<1H OCEAN,11104
26.0,503.0,69.0,293.0,59.0,3.7083,147500.0,INLAND,12281
41.0,2114.0,612.0,2357.0,529.0,1.7938,142600.0,NEAR OCEAN,8122
9.0,6298.0,1512.0,4451.0,1456.0,2.569,88300.0,NEAR OCEAN,14780
26.0,2413.0,512.0,2867.0,509.0,4.7639,179900.0,<1H OCEAN,10933
35.0,1898.0,481.0,1123.0,433.0,1.1419,62900.0,INLAND,19902
27.0,3245.0,605.0,1572.0,556.0,5.3773,379000.0,<1H OCEAN,8720
5.0,1569.0,199.0,713.0,209.0,6.6779,223900.0,INLAND,18947
44.0,2374.0,496.0,1087.0,426.0,3.5,275700.0,NEAR OCEAN,16112
52.0,1625.0,419.0,614.0,383.0,2.0549,156700.0,INLAND,12503
13.0,2832.0,542.0,1065.0,531.0,2.3844,98600.0,<1H OCEAN,15417
27.0,1839.0,392.0,1302.0,404.0,3.55,214600.0,NEAR OCEAN,15267
25.0,1908.0,513.0,956.0,467.0,2.4828,133300.0,NEAR OCEAN,14038
5.0,4576.0,848.0,2314.0,705.0,5.0123,210400.0,NEAR OCEAN,15474
30.0,3007.0,554.0,1551.0,616.0,5.8521,326300.0,<1H OCEAN,18112
34.0,3330.0,723.0,1592.0,656.0,2.6678,164200.0,<1H OCEAN,15027
26.0,2057.0,472.0,1453.0,439.0,2.4113,58600.0,INLAND,19882
32.0,790.0,151.0,380.0,142.0,2.7,165000.0,<1H OCEAN,9464
34.0,4272.0,996.0,2916.0,962.0,1.9829,82800.0,INLAND,19653
48.0,1892.0,333.0,804.0,352.0,4.0625,143200.0,INLAND,16452
28.0,8399.0,1839.0,3470.0,1340.0,2.5885,159000.0,INLAND,12343
25.0,1180.0,222.0,611.0,212.0,2.0729,84700.0,INLAND,19832
19.0,1573.0,471.0,844.0,414.0,2.1422,125000.0,<1H OCEAN,15080
45.0,4423.0,1001.0,2109.0,874.0,2.6937,111800.0,NEAR BAY,18905
6.0,16431.0,2640.0,8222.0,2553.0,5.2861,195100.0,INLAND,12068
24.0,1328.0,290.0,1012.0,306.0,4.2813,189500.0,<1H OCEAN,11325
27.0,3236.0,832.0,2230.0,798.0,3.5625,208600.0,<1H OCEAN,17896
33.0,3120.0,602.0,1155.0,553.0,5.2949,500001.0,<1H OCEAN,10733
5.0,4937.0,1139.0,2204.0,812.0,2.5272,92000.0,INLAND,13449
33.0,2070.0,469.0,1851.0,467.0,2.4667,80700.0,INLAND,11897
21.0,1922.0,373.0,1130.0,372.0,4.0815,117900.0,INLAND,16542
14.0,5058.0,1299.0,3662.0,1193.0,2.3253,133700.0,NEAR OCEAN,14798
31.0,2668.0,812.0,1398.0,721.0,1.125,110400.0,INLAND,16193
27.0,3039.0,606.0,1421.0,564.0,5.5771,345500.0,<1H OCEAN,8604
19.0,1566.0,379.0,1032.0,330.0,2.2105,180400.0,<1H OCEAN,10930
32.0,946.0,198.0,624.0,173.0,1.9728,97900.0,INLAND,19606
17.0,3617.0,597.0,1176.0,571.0,5.133,324000.0,<1H OCEAN,10471
27.0,1283.0,406.0,1063.0,376.0,2.75,275000.0,<1H OCEAN,10827
31.0,2485.0,436.0,942.0,448.0,4.8,220800.0,NEAR OCEAN,14720
34.0,1730.0,427.0,1008.0,393.0,3.9408,327700.0,<1H OCEAN,8772
20.0,3349.0,685.0,1822.0,675.0,4.7216,227000.0,<1H OCEAN,10127
12.0,19234.0,4492.0,12153.0,4372.0,3.2652,152800.0,<1H OCEAN,9745
29.0,4921.0,967.0,2319.0,823.0,4.9517,307900.0,NEAR OCEAN,18679
36.0,857.0,156.0,448.0,168.0,5.0086,366700.0,NEAR BAY,18259
16.0,3331.0,839.0,1955.0,763.0,1.6148,86600.0,INLAND,19921
6.0,7430.0,1184.0,3489.0,1115.0,5.3267,140100.0,INLAND,9042
40.0,4850.0,977.0,1824.0,952.0,5.0519,356100.0,NEAR BAY,15847
18.0,4393.0,642.0,2095.0,677.0,5.4786,223500.0,<1H OCEAN,15565
31.0,1727.0,342.0,879.0,345.0,3.8125,166300.0,NEAR OCEAN,14666
2.0,2682.0,393.0,883.0,271.0,5.9934,196700.0,INLAND,16594
46.0,200.0,77.0,180.0,65.0,1.0658,93800.0,NEAR OCEAN,14270
33.0,1588.0,289.0,683.0,301.0,5.4103,332400.0,NEAR OCEAN,14450
31.0,1256.0,328.0,785.0,297.0,3.2446,234600.0,NEAR OCEAN,16827
16.0,2717.0,621.0,3343.0,643.0,2.5473,106300.0,INLAND,16380
22.0,2323.0,727.0,1301.0,478.0,2.7864,300000.0,NEAR OCEAN,17304
22.0,3167.0,743.0,1797.0,642.0,4.0076,252100.0,NEAR OCEAN,10442
34.0,1706.0,276.0,628.0,243.0,4.1842,364000.0,NEAR OCEAN,17267
38.0,3767.0,603.0,1455.0,615.0,6.8787,386800.0,NEAR OCEAN,17019
31.0,3395.0,742.0,1886.0,737.0,4.4118,174400.0,<1H OCEAN,7084
20.0,10722.0,1617.0,3731.0,1511.0,9.7449,500001.0,<1H OCEAN,5247
34.0,2456.0,410.0,1289.0,442.0,4.1818,224200.0,<1H OCEAN,11274
23.0,7063.0,1176.0,3100.0,1112.0,4.8229,192600.0,INLAND,5966
18.0,755.0,169.0,483.0,165.0,1.4196,64700.0,INLAND,13798
6.0,110.0,26.0,69.0,24.0,3.7292,475000.0,INLAND,16557
32.0,2236.0,348.0,818.0,330.0,7.3521,444000.0,NEAR BAY,9307
52.0,1734.0,482.0,731.0,429.0,1.4804,425000.0,NEAR BAY,15697
10.0,1572.0,232.0,247.0,104.0,5.8453,193800.0,INLAND,11866
43.0,2607.0,477.0,1225.0,461.0,4.224,349600.0,NEAR OCEAN,17038
36.0,1356.0,314.0,1469.0,300.0,2.0785,139800.0,<1H OCEAN,7461
42.0,1468.0,281.0,571.0,271.0,3.3906,124200.0,INLAND,12600
48.0,1783.0,399.0,938.0,374.0,1.6652,58900.0,INLAND,20590
15.0,4331.0,699.0,2046.0,627.0,3.9519,193500.0,NEAR OCEAN,14933
36.0,1528.0,347.0,1334.0,304.0,1.3594,48300.0,INLAND,9264
22.0,2430.0,417.0,1292.0,391.0,3.4009,182400.0,INLAND,16512
25.0,2336.0,406.0,1172.0,408.0,3.5129,101200.0,INLAND,12827
13.0,6850.0,1400.0,4251.0,1421.0,3.6989,93300.0,INLAND,12872
12.0,5616.0,871.0,3019.0,782.0,5.5425,202300.0,INLAND,13360
29.0,1005.0,152.0,513.0,149.0,2.4375,181300.0,INLAND,13364
32.0,3303.0,480.0,1185.0,436.0,5.0508,225700.0,INLAND,12732
32.0,1280.0,353.0,1335.0,330.0,1.6023,77300.0,NEAR OCEAN,14313
4.0,1533.0,221.0,545.0,191.0,7.5696,328700.0,<1H OCEAN,17339
4.0,1533.0,221.0,545.0,191.0,7.5696,328700.0,<1H OCEAN,17339
19.0,8120.0,1371.0,5026.0,1345.0,6.3093,286500.0,<1H OCEAN,7908
32.0,4474.0,929.0,2177.0,884.0,3.2889,98900.0,INLAND,16313
26.0,1864.0,331.0,956.0,325.0,5.5,231700.0,<1H OCEAN,17650
25.0,1009.0,246.0,994.0,222.0,1.8462,55800.0,INLAND,20064
25.0,1696.0,279.0,909.0,291.0,2.3,132800.0,INLAND,19943
31.0,2366.0,383.0,1077.0,387.0,4.2992,174400.0,<1H OCEAN,15021
26.0,3271.0,595.0,2259.0,566.0,4.0139,132000.0,INLAND,13306
30.0,5201.0,1104.0,2961.0,1064.0,3.2661,140400.0,NEAR OCEAN,14613
52.0,1780.0,373.0,824.0,317.0,2.75,109900.0,NEAR BAY,18883
9.0,5685.0,1442.0,3773.0,1250.0,3.0426,129900.0,<1H OCEAN,15507
16.0,6339.0,862.0,3132.0,825.0,7.1069,313400.0,<1H OCEAN,10636
